Exercise,Set,Rep,Weight,Metric,Set RPE,Tags,Workout Start Time,Rest Time,Avg Velocity (m/s),Range of Motion (mm),Peak Velocity (m/s),Peak Velocity Location (%),Duration of rep (sec)
main bench,5,3,230,lbs,9,,"6/19/2022, 2:13:33 PM",0:06:52,0.23,339,0.3,78,1.495
main bench,5,4,230,lbs,9,,"6/19/2022, 2:13:33 PM",0:06:52,0.18,329,0.24,38,1.827
main bench,5,5,230,lbs,9,,"6/19/2022, 2:13:33 PM",0:06:52,0.16,330,0.25,43,2.043
main bench,1,1,205,lbs,6.5,,"6/21/2022, 7:09:49 AM",0:00:00,0.46,350,0.7,281,0.762
main bench,1,2,205,lbs,6.5,,"6/21/2022, 7:09:49 AM",0:00:00,0.47,379,0.65,303,0.81
main bench,1,3,205,lbs,6.5,,"6/21/2022, 7:09:49 AM",0:00:00,0.37,328,0.55,275,0.877
main bench,1,4,205,lbs,6.5,,"6/21/2022, 7:09:49 AM",0:00:00,0.37,358,0.61,294,0.956
main bench,1,5,205,lbs,6.5,,"6/21/2022, 7:09:49 AM",0:00:00,0.37,354,0.49,305,0.949
main bench,2,1,225,lbs,8,,"6/21/2022, 7:09:49 AM",0:05:06,0.33,325,0.43,274,0.996
main bench,2,2,225,lbs,8,,"6/21/2022, 7:09:49 AM",0:05:06,0.3,333,0.43,287,1.102
main bench,2,3,225,lbs,8,,"6/21/2022, 7:09:49 AM",0:05:06,0.28,335,0.36,293,1.195
main bench,2,4,225,lbs,8,,"6/21/2022, 7:09:49 AM",0:05:06,0.2,278,0.27,247,1.393
main bench,2,5,225,lbs,8,,"6/21/2022, 7:09:49 AM",0:05:06,0.19,364,0.27,37,1.886
main bench,3,1,235,lbs,10,,"6/21/2022, 7:09:49 AM",0:06:05,0.21,340,0.32,252,1.621
main bench,3,2,235,lbs,10,,"6/21/2022, 7:09:49 AM",0:06:05,0.22,323,0.32,74,1.459
main bench,3,3,235,lbs,10,,"6/21/2022, 7:09:49 AM",0:06:05,0.18,368,0.26,296,1.985
main bench,3,4,235,lbs,10,,"6/21/2022, 7:09:49 AM",0:06:05,0.15,330,0.28,289,2.142
main bench,3,5,235,lbs,10,,"6/21/2022, 7:09:49 AM",0:06:05,0.13,340,0.24,41,2.59
main bench,4,1,220,lbs,,,"6/21/2022, 7:09:49 AM",0:07:51,0.32,363,0.46,261,1.149
main bench,4,2,220,lbs,,,"6/21/2022, 7:09:49 AM",0:07:51,0.34,360,0.43,305,1.043
main bench,4,3,220,lbs,,,"6/21/2022, 7:09:49 AM",0:07:51,0.28,376,0.36,83,1.338
main bench,4,4,220,lbs,,,"6/21/2022, 7:09:49 AM",0:07:51,0.26,355,0.32,271,1.386
main bench,4,5,220,lbs,,,"6/21/2022, 7:09:49 AM",0:07:51,0.2,326,0.31,45,1.625
squat,1,1,225,lbs,,warmup,"6/22/2022, 7:22:02 AM",0:00:00,0.59,622,1.05,479,1.052
squat,1,2,225,lbs,,warmup,"6/22/2022, 7:22:02 AM",0:00:00,0.62,726,1.04,593,1.165
squat,2,1,250,lbs,6,,"6/22/2022, 7:22:02 AM",0:03:57,0.48,614,0.82,463,1.265
squat,2,2,250,lbs,6,,"6/22/2022, 7:22:02 AM",0:03:57,0.5,664,0.76,496,1.326
squat,2,3,250,lbs,6,,"6/22/2022, 7:22:02 AM",0:03:57,0.53,667,0.91,532,1.267
squat,2,4,250,lbs,6,,"6/22/2022, 7:22:02 AM",0:03:57,0.58,710,1.05,564,1.23
squat,2,5,250,lbs,6,,"6/22/2022, 7:22:02 AM",0:03:57,0.5,717,0.92,606,1.433
squat,3,1,265,lbs,8,,"6/22/2022, 7:22:02 AM",0:05:42,0.52,613,0.96,504,1.169
squat,3,2,265,lbs,8,,"6/22/2022, 7:22:02 AM",0:05:42,0.52,663,0.87,514,1.284
squat,3,3,265,lbs,8,,"6/22/2022, 7:22:02 AM",0:05:42,0.48,670,0.93,542,1.392
squat,3,4,265,lbs,8,,"6/22/2022, 7:22:02 AM",0:05:42,0.48,671,0.97,551,1.41
squat,3,5,265,lbs,8,,"6/22/2022, 7:22:02 AM",0:05:42,0.42,643,0.82,533,1.518
squat,4,1,280,lbs,8,,"6/22/2022, 7:22:02 AM",0:06:26,0.45,654,0.64,508,1.441
squat,4,2,280,lbs,8,,"6/22/2022, 7:22:02 AM",0:06:26,0.51,672,0.97,552,1.31
squat,4,3,280,lbs,8,,"6/22/2022, 7:22:02 AM",0:06:26,0.47,663,0.97,559,1.424
squat,4,4,280,lbs,8,,"6/22/2022, 7:22:02 AM",0:06:26,0.45,705,0.94,613,1.581
squat,4,5,280,lbs,8,,"6/22/2022, 7:22:02 AM",0:06:26,0.42,673,0.92,562,1.596
banded bench,1,1,167,lbs,,warmup,"6/23/2022, 7:05:37 AM",0:00:00,0.5,352,0.68,128,0.701
banded bench,1,2,167,lbs,,warmup,"6/23/2022, 7:05:37 AM",0:00:00,0.38,356,0.72,122,0.946
banded bench,1,3,167,lbs,,warmup,"6/23/2022, 7:05:37 AM",0:00:00,0.54,225,0.67,7,0.42
banded bench,2,1,187,lbs,,warmup,"6/23/2022, 7:05:37 AM",0:05:49,0.49,361,0.63,116,0.74
banded bench,2,2,187,lbs,,warmup,"6/23/2022, 7:05:37 AM",0:05:49,0.48,345,0.59,118,0.724
banded bench,3,1,205,lbs,6,,"6/23/2022, 7:05:37 AM",0:11:56,0.3,358,0.47,97,1.187
banded bench,3,2,205,lbs,6,,"6/23/2022, 7:05:37 AM",0:11:56,0.28,347,0.41,111,1.255
banded bench,3,3,205,lbs,6,,"6/23/2022, 7:05:37 AM",0:11:56,0.29,348,0.42,67,1.194
banded bench,3,4,205,lbs,6,,"6/23/2022, 7:05:37 AM",0:11:56,0.28,369,0.38,314,1.337
banded bench,3,5,205,lbs,6,,"6/23/2022, 7:05:37 AM",0:11:56,0.3,358,0.46,92,1.206
banded bench,4,1,225,lbs,8.5,,"6/23/2022, 7:05:37 AM",0:06:17,0.29,334,0.36,64,1.138
banded bench,4,2,225,lbs,8.5,,"6/23/2022, 7:05:37 AM",0:06:17,0.29,349,0.4,68,1.205
banded bench,4,3,225,lbs,8.5,,"6/23/2022, 7:05:37 AM",0:06:17,0.25,361,0.34,33,1.425
banded bench,4,4,225,lbs,8.5,,"6/23/2022, 7:05:37 AM",0:06:17,0.21,362,0.37,69,1.759
banded bench,4,5,225,lbs,8.5,,"6/23/2022, 7:05:37 AM",0:06:17,0.15,375,0.34,33,2.451
banded bench,5,1,235,lbs,10,,"6/23/2022, 7:05:37 AM",0:06:10,0.22,353,0.3,256,1.627
banded bench,5,2,235,lbs,10,,"6/23/2022, 7:05:37 AM",0:06:10,0.21,357,0.3,320,1.665
banded bench,5,3,235,lbs,10,,"6/23/2022, 7:05:37 AM",0:06:10,0.21,367,0.38,44,1.779
banded bench,5,4,235,lbs,10,,"6/23/2022, 7:05:37 AM",0:06:10,0.16,371,0.32,323,2.37
incline bench,1,1,135,lbs,,warmup,"6/27/2022, 7:05:20 AM",0:00:00,0.53,515,0.77,143,0.964
incline bench,1,2,135,lbs,,warmup,"6/27/2022, 7:05:20 AM",0:00:00,0.59,516,0.72,137,0.881
incline bench,1,3,135,lbs,,warmup,"6/27/2022, 7:05:20 AM",0:00:00,0.47,467,0.58,375,0.992
incline bench,2,1,145,lbs,,warmup,"6/27/2022, 7:05:20 AM",0:03:02,0.6,493,0.82,427,0.827
incline bench,2,2,145,lbs,,warmup,"6/27/2022, 7:05:20 AM",0:03:02,0.58,508,0.78,440,0.873
incline bench,3,1,165,lbs,,,"6/27/2022, 7:05:20 AM",0:03:02,0.42,476,0.54,93,1.137
incline bench,3,2,165,lbs,,,"6/27/2022, 7:05:20 AM",0:03:02,0.38,477,0.53,103,1.259
incline bench,3,3,165,lbs,,,"6/27/2022, 7:05:20 AM",0:03:02,0.33,527,0.47,472,1.594
incline bench,3,4,165,lbs,,,"6/27/2022, 7:05:20 AM",0:03:02,0.34,489,0.47,395,1.43
incline bench,3,5,165,lbs,,,"6/27/2022, 7:05:20 AM",0:03:02,0.24,504,0.44,461,2.135
incline bench,4,1,180,lbs,9,,"6/27/2022, 7:05:20 AM",0:09:37,0.37,447,0.54,73,1.222
incline bench,4,2,180,lbs,9,,"6/27/2022, 7:05:20 AM",0:09:37,0.25,468,0.47,61,1.889
incline bench,4,3,180,lbs,9,,"6/27/2022, 7:05:20 AM",0:09:37,0.24,465,0.42,61,1.912
incline bench,4,4,180,lbs,9,,"6/27/2022, 7:05:20 AM",0:09:37,0.23,487,0.49,56,2.133
null,1,1,null,lbs,,,"6/27/2022, 7:05:20 AM",0:00:00,0.45,443,0.55,103,0.979
null,1,2,null,lbs,,,"6/27/2022, 7:05:20 AM",0:00:00,0.5,498,0.67,409,0.987
null,1,3,null,lbs,,,"6/27/2022, 7:05:20 AM",0:00:00,0.43,478,0.52,78,1.114
null,1,4,null,lbs,,,"6/27/2022, 7:05:20 AM",0:00:00,0.3,360,0.49,300,1.214
null,1,5,null,lbs,,,"6/27/2022, 7:05:20 AM",0:00:00,0.29,462,0.47,419,1.571
main bench,1,1,225,lbs,7.5,,"7/5/2022, 11:54:42 AM",0:00:00,0.34,369,0.42,160,1.087
main bench,1,2,225,lbs,7.5,,"7/5/2022, 11:54:42 AM",0:00:00,0.36,403,0.46,351,1.128
main bench,1,3,225,lbs,7.5,,"7/5/2022, 11:54:42 AM",0:00:00,0.34,395,0.44,83,1.145
main bench,1,4,225,lbs,7.5,,"7/5/2022, 11:54:42 AM",0:00:00,0.33,405,0.4,64,1.247
main bench,1,5,225,lbs,7.5,,"7/5/2022, 11:54:42 AM",0:00:00,0.26,379,0.37,9,1.471
main bench,2,1,235,lbs,9,,"7/5/2022, 11:54:42 AM",0:05:21,0.27,376,0.37,325,1.395
main bench,2,2,235,lbs,9,,"7/5/2022, 11:54:42 AM",0:05:21,0.24,380,0.41,313,1.581
main bench,2,3,235,lbs,9,,"7/5/2022, 11:54:42 AM",0:05:21,0.28,379,0.39,331,1.367
main bench,2,4,235,lbs,9,,"7/5/2022, 11:54:42 AM",0:05:21,0.25,390,0.3,324,1.539
main bench,2,5,235,lbs,9,,"7/5/2022, 11:54:42 AM",0:05:21,0.2,423,0.26,304,2.082
main bench,3,1,225,lbs,9,,"7/5/2022, 11:54:42 AM",0:03:53,0.3,382,0.39,87,1.264
main bench,3,2,225,lbs,9,,"7/5/2022, 11:54:42 AM",0:03:53,0.29,350,0.36,309,1.212
main bench,3,3,225,lbs,9,,"7/5/2022, 11:54:42 AM",0:03:53,0.28,409,0.34,45,1.488
main bench,3,4,225,lbs,9,,"7/5/2022, 11:54:42 AM",0:03:53,0.23,378,0.3,84,1.637
main bench,1,1,160,lbs,< 5.5,,"7/7/2022, 7:06:36 AM",0:00:00,0.58,369,0.84,277,0.639
main bench,1,2,160,lbs,< 5.5,,"7/7/2022, 7:06:36 AM",0:00:00,0.61,374,0.84,246,0.614
main bench,1,3,160,lbs,< 5.5,,"7/7/2022, 7:06:36 AM",0:00:00,0.65,424,0.92,335,0.657
main bench,2,1,180,lbs,,,"7/7/2022, 7:06:36 AM",0:04:03,0.51,353,0.79,265,0.689
main bench,2,2,180,lbs,,,"7/7/2022, 7:06:36 AM",0:04:03,0.55,388,0.7,282,0.708
main bench,3,1,205,lbs,6,,"7/7/2022, 7:06:36 AM",0:07:00,0.44,374,0.63,286,0.857
main bench,3,2,205,lbs,6,,"7/7/2022, 7:06:36 AM",0:07:00,0.43,389,0.53,130,0.909
main bench,3,3,205,lbs,6,,"7/7/2022, 7:06:36 AM",0:07:00,0.43,404,0.57,335,0.947
main bench,3,4,205,lbs,6,,"7/7/2022, 7:06:36 AM",0:07:00,0.35,322,0.46,246,0.911
main bench,3,5,205,lbs,6,,"7/7/2022, 7:06:36 AM",0:07:00,0.32,332,0.41,54,1.036
main bench,4,1,225,lbs,9,,"7/7/2022, 7:06:36 AM",0:06:16,0.33,342,0.41,104,1.033
main bench,4,2,225,lbs,9,,"7/7/2022, 7:06:36 AM",0:06:16,0.28,335,0.4,286,1.174
main bench,4,3,225,lbs,9,,"7/7/2022, 7:06:36 AM",0:06:16,0.28,337,0.4,291,1.203
main bench,4,4,225,lbs,9,,"7/7/2022, 7:06:36 AM",0:06:16,0.27,363,0.38,311,1.37
main bench,4,5,225,lbs,9,,"7/7/2022, 7:06:36 AM",0:06:16,0.2,374,0.33,55,1.882
main bench,5,1,230,lbs,9,,"7/7/2022, 7:06:36 AM",0:06:34,0.34,377,0.47,323,1.091
main bench,5,2,230,lbs,9,,"7/7/2022, 7:06:36 AM",0:06:34,0.27,380,0.4,322,1.433
main bench,5,3,230,lbs,9,,"7/7/2022, 7:06:36 AM",0:06:34,0.28,375,0.34,328,1.343
main bench,5,4,230,lbs,9,,"7/7/2022, 7:06:36 AM",0:06:34,0.24,363,0.39,317,1.497
main bench,5,5,230,lbs,9,,"7/7/2022, 7:06:36 AM",0:06:34,0.21,385,0.3,286,1.852
main deadlift,1,1,255,lbs,< 5.5,,"7/8/2022, 7:10:55 AM",0:00:00,0.43,568,0.86,424,1.334
main deadlift,1,2,255,lbs,< 5.5,,"7/8/2022, 7:10:55 AM",0:00:00,0.44,566,0.8,386,1.284
main deadlift,1,3,255,lbs,< 5.5,,"7/8/2022, 7:10:55 AM",0:00:00,0.44,562,0.84,418,1.271
main deadlift,1,4,255,lbs,< 5.5,,"7/8/2022, 7:10:55 AM",0:00:00,0.42,563,0.81,424,1.345
main deadlift,1,5,255,lbs,< 5.5,,"7/8/2022, 7:10:55 AM",0:00:00,0.46,556,0.83,406,1.207
main deadlift,2,1,270,lbs,< 5.5,,"7/8/2022, 7:10:55 AM",0:04:05,0.35,554,0.64,356,1.576
main deadlift,2,2,270,lbs,< 5.5,,"7/8/2022, 7:10:55 AM",0:04:05,0.36,557,0.73,405,1.531
main deadlift,2,3,270,lbs,< 5.5,,"7/8/2022, 7:10:55 AM",0:04:05,0.45,572,0.85,414,1.287
main deadlift,2,4,270,lbs,< 5.5,,"7/8/2022, 7:10:55 AM",0:04:05,0.45,569,0.8,400,1.258
main deadlift,2,5,270,lbs,< 5.5,,"7/8/2022, 7:10:55 AM",0:04:05,0.44,567,0.79,422,1.299
main deadlift,3,1,285,lbs,6,,"7/8/2022, 7:10:55 AM",0:06:15,0.29,557,0.57,476,1.901
main deadlift,3,2,285,lbs,6,,"7/8/2022, 7:10:55 AM",0:06:15,0.38,555,0.71,394,1.48
main deadlift,3,3,285,lbs,6,,"7/8/2022, 7:10:55 AM",0:06:15,0.37,565,0.72,437,1.523
main deadlift,3,4,285,lbs,6,,"7/8/2022, 7:10:55 AM",0:06:15,0.45,567,0.75,395,1.271
main deadlift,3,5,285,lbs,6,,"7/8/2022, 7:10:55 AM",0:06:15,0.42,554,0.71,418,1.325
squat,1,1,235,lbs,< 5.5,,"7/11/2022, 7:16:59 AM",0:00:00,0.52,620,0.86,491,1.197
squat,1,2,235,lbs,< 5.5,,"7/11/2022, 7:16:59 AM",0:00:00,0.58,646,0.96,518,1.109
squat,1,3,235,lbs,< 5.5,,"7/11/2022, 7:16:59 AM",0:00:00,0.54,656,0.89,552,1.226
squat,1,4,235,lbs,< 5.5,,"7/11/2022, 7:16:59 AM",0:00:00,0.59,674,1.13,529,1.136
squat,1,5,235,lbs,< 5.5,,"7/11/2022, 7:16:59 AM",0:00:00,0.56,654,1.04,532,1.176
squat,2,1,245,lbs,< 5.5,,"7/11/2022, 7:16:59 AM",0:06:30,0.61,656,1.09,531,1.081
squat,2,2,245,lbs,< 5.5,,"7/11/2022, 7:16:59 AM",0:06:30,0.63,663,1.08,544,1.052
squat,2,3,245,lbs,< 5.5,,"7/11/2022, 7:16:59 AM",0:06:30,0.61,675,1.08,562,1.111
squat,2,4,245,lbs,< 5.5,,"7/11/2022, 7:16:59 AM",0:06:30,0.28,652,0.56,366,2.365
squat,2,5,245,lbs,< 5.5,,"7/11/2022, 7:16:59 AM",0:06:30,0.56,647,1.06,540,1.152
squat,3,1,300,lbs,7,,"7/11/2022, 7:16:59 AM",0:05:59,0.44,610,0.74,519,1.393
squat,3,2,300,lbs,7,,"7/11/2022, 7:16:59 AM",0:05:59,0.44,591,0.9,458,1.344
squat,3,3,300,lbs,7,,"7/11/2022, 7:16:59 AM",0:05:59,0.48,616,0.94,514,1.293
squat,3,4,300,lbs,7,,"7/11/2022, 7:16:59 AM",0:05:59,0.43,646,0.89,553,1.507
squat,3,5,300,lbs,7,,"7/11/2022, 7:16:59 AM",0:05:59,0.37,631,0.72,498,1.715
null,1,1,null,lbs,,,"7/11/2022, 7:32:50 AM",0:00:00,0.27,289,0.56,178,1.08
null,1,2,null,lbs,,,"7/11/2022, 7:32:50 AM",0:00:00,0.24,179,0.36,71,0.752
null,1,3,null,lbs,,,"7/11/2022, 7:32:50 AM",0:00:00,0.15,231,0.38,89,1.567
null,1,4,null,lbs,,,"7/11/2022, 7:32:50 AM",0:00:00,0.65,254,1.05,172,0.389
main bench,1,1,165,lbs,,,"7/12/2022, 6:59:46 AM",0:00:00,0.45,338,0.62,235,0.752
main bench,1,2,165,lbs,,,"7/12/2022, 6:59:46 AM",0:00:00,0.52,361,0.72,205,0.702
main bench,1,3,165,lbs,,,"7/12/2022, 6:59:46 AM",0:00:00,0.56,371,0.79,289,0.669
main bench,2,1,190,lbs,,,"7/12/2022, 6:59:46 AM",0:05:05,0.48,382,0.7,306,0.793
main bench,2,2,190,lbs,,,"7/12/2022, 6:59:46 AM",0:05:05,0.52,402,0.7,315,0.78
main bench,3,1,210,lbs,6,,"7/12/2022, 6:59:46 AM",0:05:00,0.38,321,0.49,265,0.845
main bench,3,2,210,lbs,6,,"7/12/2022, 6:59:46 AM",0:05:00,0.36,342,0.45,290,0.937
main bench,3,3,210,lbs,6,,"7/12/2022, 6:59:46 AM",0:05:00,0.35,338,0.4,253,0.974
main bench,3,4,210,lbs,6,,"7/12/2022, 6:59:46 AM",0:05:00,0.33,365,0.42,71,1.105
main bench,3,5,210,lbs,6,,"7/12/2022, 6:59:46 AM",0:05:00,0.24,339,0.4,69,1.393
main bench,4,1,225,lbs,7,,"7/12/2022, 6:59:46 AM",0:05:53,0.34,362,0.44,108,1.081
main bench,4,2,225,lbs,7,,"7/12/2022, 6:59:46 AM",0:05:53,0.28,347,0.36,70,1.223
main bench,4,3,225,lbs,7,,"7/12/2022, 6:59:46 AM",0:05:53,0.27,310,0.36,271,1.166
main bench,4,4,225,lbs,7,,"7/12/2022, 6:59:46 AM",0:05:53,0.23,331,0.33,65,1.44
main bench,4,5,225,lbs,7,,"7/12/2022, 6:59:46 AM",0:05:53,0.23,330,0.35,287,1.409
main bench,5,1,235,lbs,9,exclude,"7/12/2022, 6:59:46 AM",0:07:11,0.22,357,0.33,76,1.641
main bench,5,2,235,lbs,9,exclude,"7/12/2022, 6:59:46 AM",0:07:11,0.19,384,0.35,295,2.014
main bench,5,3,235,lbs,9,exclude,"7/12/2022, 6:59:46 AM",0:07:11,0.16,322,0.26,281,2.059
main bench,5,4,235,lbs,9,exclude,"7/12/2022, 6:59:46 AM",0:07:11,0.19,340,0.28,58,1.745
main bench,5,5,235,lbs,9,exclude,"7/12/2022, 6:59:46 AM",0:07:11,0.13,363,0.23,276,2.811
main bench,6,1,245,lbs,,,"7/12/2022, 6:59:46 AM",0:06:42,0.24,413,0.39,317,1.735
main bench,7,1,255,lbs,,,"7/12/2022, 6:59:46 AM",0:05:03,0.19,235,0.3,186,1.257
main deadlift,1,1,260,lbs,,,"7/13/2022, 7:03:45 AM",0:00:00,0.24,529,0.58,447,2.168
main deadlift,1,2,260,lbs,,,"7/13/2022, 7:03:45 AM",0:00:00,0.4,563,0.81,434,1.418
main deadlift,1,3,260,lbs,,,"7/13/2022, 7:03:45 AM",0:00:00,0.41,585,0.83,438,1.414
main deadlift,1,4,260,lbs,,,"7/13/2022, 7:03:45 AM",0:00:00,0.41,567,0.8,445,1.367
main deadlift,1,5,260,lbs,,,"7/13/2022, 7:03:45 AM",0:00:00,0.42,582,0.78,474,1.376
main deadlift,2,1,275,lbs,,,"7/13/2022, 7:03:45 AM",0:05:12,0.3,552,0.63,440,1.808
main deadlift,2,2,275,lbs,,,"7/13/2022, 7:03:45 AM",0:05:12,0.43,567,0.82,414,1.323
main deadlift,2,3,275,lbs,,,"7/13/2022, 7:03:45 AM",0:05:12,0.33,560,0.7,434,1.686
main deadlift,2,4,275,lbs,,,"7/13/2022, 7:03:45 AM",0:05:12,0.42,567,0.75,399,1.348
main deadlift,2,5,275,lbs,,,"7/13/2022, 7:03:45 AM",0:05:12,0.43,576,0.77,435,1.329
main deadlift,3,1,290,lbs,,,"7/13/2022, 7:03:45 AM",0:05:46,0.3,543,0.55,372,1.831
main deadlift,3,2,290,lbs,,,"7/13/2022, 7:03:45 AM",0:05:46,0.31,547,0.64,413,1.775
main deadlift,3,3,290,lbs,,,"7/13/2022, 7:03:45 AM",0:05:46,0.4,548,0.67,404,1.364
main deadlift,3,4,290,lbs,,,"7/13/2022, 7:03:45 AM",0:05:46,0.37,558,0.65,437,1.507
main deadlift,3,5,290,lbs,,,"7/13/2022, 7:03:45 AM",0:05:46,0.36,541,0.62,392,1.519
main bench,2,1,225-,lbs,8,,"7/14/2022, 7:22:11 AM",0:00:00,0.31,346,0.45,291,1.101
main bench,2,2,225-,lbs,8,,"7/14/2022, 7:22:11 AM",0:00:00,0.32,353,0.4,300,1.098
main bench,2,3,225-,lbs,8,,"7/14/2022, 7:22:11 AM",0:00:00,0.29,349,0.35,62,1.208
main bench,2,4,225-,lbs,8,,"7/14/2022, 7:22:11 AM",0:00:00,0.24,366,0.37,65,1.553
main bench,2,5,225-,lbs,8,,"7/14/2022, 7:22:11 AM",0:00:00,0.23,356,0.32,55,1.558
main bench,2,6,225-,lbs,8,,"7/14/2022, 7:22:11 AM",0:00:00,0.22,392,0.29,48,1.784
main bench,3,1,235,lbs,10,,"7/14/2022, 7:22:11 AM",0:06:52,0.28,326,0.4,276,1.147
main bench,3,2,235,lbs,10,,"7/14/2022, 7:22:11 AM",0:06:52,0.21,369,0.33,309,1.724
main bench,3,3,235,lbs,10,,"7/14/2022, 7:22:11 AM",0:06:52,0.19,350,0.27,66,1.865
main bench,3,4,235,lbs,10,,"7/14/2022, 7:22:11 AM",0:06:52,0.18,365,0.22,300,2.075
main bench,3,5,235,lbs,10,,"7/14/2022, 7:22:11 AM",0:06:52,0.13,207,0.21,27,1.572
main bench,1,1,210,lbs,9,,"7/18/2022, 7:14:22 AM",0:00:00,0.42,361,0.58,280,0.856
main bench,1,2,210,lbs,9,,"7/18/2022, 7:14:22 AM",0:00:00,0.39,374,0.52,308,0.956
main bench,1,3,210,lbs,9,,"7/18/2022, 7:14:22 AM",0:00:00,0.36,398,0.49,98,1.115
main bench,1,4,210,lbs,9,,"7/18/2022, 7:14:22 AM",0:00:00,0.33,358,0.45,310,1.078
main bench,1,5,210,lbs,9,,"7/18/2022, 7:14:22 AM",0:00:00,0.35,356,0.41,225,1.011
main bench,1,6,210,lbs,9,,"7/18/2022, 7:14:22 AM",0:00:00,0.31,343,0.39,242,1.1
main bench,1,7,210,lbs,9,,"7/18/2022, 7:14:22 AM",0:00:00,0.29,349,0.35,57,1.203
main bench,1,8,210,lbs,9,,"7/18/2022, 7:14:22 AM",0:00:00,0.27,335,0.4,60,1.228
main bench,1,9,210,lbs,9,,"7/18/2022, 7:14:22 AM",0:00:00,0.28,371,0.37,59,1.305
main bench,1,10,210,lbs,9,,"7/18/2022, 7:14:22 AM",0:00:00,0.21,355,0.34,55,1.703
main bench,2,1,225,lbs,7.5,,"7/18/2022, 7:14:22 AM",0:06:32,0.34,375,0.44,326,1.097
main bench,2,2,225,lbs,7.5,,"7/18/2022, 7:14:22 AM",0:06:32,0.34,375,0.41,330,1.093
main bench,2,3,225,lbs,7.5,,"7/18/2022, 7:14:22 AM",0:06:32,0.31,376,0.4,322,1.198
main bench,2,4,225,lbs,7.5,,"7/18/2022, 7:14:22 AM",0:06:32,0.24,394,0.39,67,1.615
main bench,2,5,225,lbs,7.5,,"7/18/2022, 7:14:22 AM",0:06:32,0.24,376,0.37,319,1.552
main bench,2,6,225,lbs,7.5,,"7/18/2022, 7:14:22 AM",0:06:32,0.2,339,0.33,42,1.727
main bench,3,1,235,lbs,,,"7/18/2022, 7:14:22 AM",0:07:46,0.26,366,0.41,307,1.395
main bench,3,2,235,lbs,,,"7/18/2022, 7:14:22 AM",0:07:46,0.28,344,0.35,304,1.241
main bench,3,3,235,lbs,,,"7/18/2022, 7:14:22 AM",0:07:46,0.21,369,0.3,289,1.793
main bench,3,4,235,lbs,,,"7/18/2022, 7:14:22 AM",0:07:46,0.18,320,0.25,284,1.776
main bench,3,5,235,lbs,,,"7/18/2022, 7:14:22 AM",0:07:46,0.17,362,0.24,335,2.118
squat,1,1,185,lbs,,warmup,"7/19/2022, 7:02:06 AM",0:00:00,0.76,636,1.29,473,0.843
squat,1,2,185,lbs,,warmup,"7/19/2022, 7:02:06 AM",0:00:00,0.76,714,1.29,554,0.938
squat,1,3,185,lbs,,warmup,"7/19/2022, 7:02:06 AM",0:00:00,0.73,726,1.3,545,0.989
squat,2,1,210,lbs,,warmup,"7/19/2022, 7:02:06 AM",0:03:51,0.49,636,0.76,551,1.298
squat,2,2,210,lbs,,warmup,"7/19/2022, 7:02:06 AM",0:03:51,0.62,749,1.33,597,1.201
squat,3,1,235,lbs,,,"7/19/2022, 7:02:06 AM",0:04:53,0.69,702,1.27,563,1.017
squat,3,2,235,lbs,,,"7/19/2022, 7:02:06 AM",0:04:53,0.65,710,1.23,564,1.098
squat,3,3,235,lbs,,,"7/19/2022, 7:02:06 AM",0:04:53,0.68,704,1.17,567,1.036
squat,3,4,235,lbs,,,"7/19/2022, 7:02:06 AM",0:04:53,0.71,750,1.23,614,1.057
squat,3,5,235,lbs,,,"7/19/2022, 7:02:06 AM",0:04:53,0.67,764,1.13,628,1.146
squat,4,1,275,lbs,,,"7/19/2022, 7:02:06 AM",0:04:27,0.47,628,0.96,508,1.339
squat,4,2,275,lbs,,,"7/19/2022, 7:02:06 AM",0:04:27,0.48,665,0.88,547,1.38
squat,4,3,275,lbs,,,"7/19/2022, 7:02:06 AM",0:04:27,0.51,645,0.93,533,1.256
squat,4,4,275,lbs,,,"7/19/2022, 7:02:06 AM",0:04:27,0.51,692,0.94,562,1.37
squat,4,5,275,lbs,,,"7/19/2022, 7:02:06 AM",0:04:27,0.5,682,1.04,578,1.36
squat,5,1,315,lbs,8,,"7/19/2022, 7:02:06 AM",0:05:34,0.34,626,0.76,541,1.855
squat,5,2,315,lbs,8,,"7/19/2022, 7:02:06 AM",0:05:34,0.43,640,0.87,526,1.498
squat,5,3,315,lbs,8,,"7/19/2022, 7:02:06 AM",0:05:34,0.42,636,0.87,530,1.526
squat,5,4,315,lbs,8,,"7/19/2022, 7:02:06 AM",0:05:34,0.35,635,0.71,493,1.797
squat,5,5,315,lbs,8,,"7/19/2022, 7:02:06 AM",0:05:34,0.36,652,0.81,548,1.785
main bench,1,1,165,lbs,,,"7/20/2022, 7:03:32 AM",0:00:00,0.57,370,0.9,266,0.644
main bench,1,2,165,lbs,,,"7/20/2022, 7:03:32 AM",0:00:00,0.62,390,0.86,298,0.629
main bench,1,3,165,lbs,,,"7/20/2022, 7:03:32 AM",0:00:00,0.63,403,0.88,283,0.639
main bench,2,1,190,lbs,,,"7/20/2022, 7:03:32 AM",0:04:30,0.52,390,0.79,299,0.748
main bench,2,2,190,lbs,,,"7/20/2022, 7:03:32 AM",0:04:30,0.46,375,0.58,137,0.817
main bench,3,1,210,lbs,10,,"7/20/2022, 7:03:32 AM",0:05:37,0.44,360,0.63,299,0.818
